Descriptores,1993|Enero,1993|Febrero,1993|Marzo,1993|Abril,1993|Mayo,1993|Junio,1993|Julio,1993|Agosto,1993|Septiembre,1993|Octubre,1993|Noviembre,1993|Diciembre,1993|Anual,1994|Enero,1994|Febrero,1994|Marzo,1994|Abril,1994|Mayo,1994|Junio,1994|Julio,1994|Agosto,1994|Septiembre,1994|Octubre,1994|Noviembre,1994|Diciembre,1994|Anual,1995|Enero,1995|Febrero,1995|Marzo,1995|Abril,1995|Mayo,1995|Junio,1995|Julio,1995|Agosto,1995|Septiembre,1995|Octubre,1995|Noviembre,1995|Diciembre,1995|Anual,1996|Enero,1996|Febrero,1996|Marzo,1996|Abril,1996|Mayo,1996|Junio,1996|Julio,1996|Agosto,1996|Septiembre,1996|Octubre,1996|Noviembre,1996|Diciembre,1996|Anual,1997|Enero,1997|Febrero,1997|Marzo,1997|Abril,1997|Mayo,1997|Junio,1997|Julio,1997|Agosto,1997|Septiembre,1997|Octubre,1997|Noviembre,1997|Diciembre,1997|Anual,1998|Enero,1998|Febrero,1998|Marzo,1998|Abril,1998|Mayo,1998|Junio,1998|Julio,1998|Agosto,1998|Septiembre,1998|Octubre,1998|Noviembre,1998|Diciembre,1998|Anual,1999|Enero,1999|Febrero,1999|Marzo,1999|Abril,1999|Mayo,1999|Junio,1999|Julio,1999|Agosto,1999|Septiembre,1999|Octubre,1999|Noviembre,1999|Diciembre,1999|Anual,2000|Enero,2000|Febrero,2000|Marzo,2000|Abril,2000|Mayo,2000|Junio,2000|Julio,2000|Agosto,2000|Septiembre,2000|Octubre,2000|Noviembre,2000|Diciembre,2000|Anual,2001|Enero,2001|Febrero,2001|Marzo,2001|Abril,2001|Mayo,2001|Junio,2001|Julio,2001|Agosto,2001|Septiembre,2001|Octubre,2001|Noviembre,2001|Diciembre,2001|Anual,2002|Enero,2002|Febrero,2002|Marzo,2002|Abril,2002|Mayo,2002|Junio,2002|Julio,2002|Agosto,2002|Septiembre,2002|Octubre,2002|Noviembre,2002|Diciembre,2002|Anual,2003|Enero,2003|Febrero,2003|Marzo,2003|Abril,2003|Mayo,2003|Junio,2003|Julio,2003|Agosto,2003|Septiembre,2003|Octubre,2003|Noviembre,2003|Diciembre,2003|Anual,2004|Enero,2004|Febrero,2004|Marzo,2004|Abril,2004|Mayo,2004|Junio,2004|Julio,2004|Agosto,2004|Septiembre,2004|Octubre,2004|Noviembre,2004|Diciembre,2004|Anual,2005|Enero,2005|Febrero,2005|Marzo,2005|Abril,2005|Mayo,2005|Junio,2005|Julio,2005|Agosto,2005|Septiembre,2005|Octubre,2005|Noviembre,2005|Diciembre,2005|Anual,2006|Enero,2006|Febrero,2006|Marzo,2006|Abril,2006|Mayo,2006|Junio,2006|Julio,2006|Agosto,2006|Septiembre,2006|Octubre,2006|Noviembre,2006|Diciembre,2006|Anual,2007|Enero,2007|Febrero,2007|Marzo,2007|Abril,2007|Mayo,2007|Junio,2007|Julio,2007|Agosto,2007|Septiembre,2007|Octubre,2007|Noviembre,2007|Diciembre,2007|Anual,2008|Enero,2008|Febrero,2008|Marzo,2008|Abril,2008|Mayo,2008|Junio,2008|Julio,2008|Agosto,2008|Septiembre,2008|Octubre,2008|Noviembre,2008|Diciembre,2008|Anual,2009|Enero,2009|Febrero,2009|Marzo,2009|Abril,2009|Mayo,2009|Junio,2009|Julio,2009|Agosto,2009|Septiembre,2009|Octubre,2009|Noviembre,2009|Diciembre,2009|Anual,2010|Enero,2010|Febrero,2010|Marzo,2010|Abril,2010|Mayo,2010|Junio,2010|Julio,2010|Agosto,2010|Septiembre,2010|Octubre,2010|Noviembre,2010|Diciembre,2010|Anual,2011|Enero,2011|Febrero,2011|Marzo,2011|Abril,2011|Mayo,2011|Junio,2011|Julio,2011|Agosto,2011|Septiembre,2011|Octubre,2011|Noviembre,2011|Diciembre,2011|Anual,2012|Enero,2012|Febrero,2012|Marzo,2012|Abril,2012|Mayo,2012|Junio,2012|Julio,2012|Agosto,2012|Septiembre,2012|Octubre,2012|Noviembre,2012|Diciembre,2012|Anual,2013|Enero,2013|Febrero,2013|Marzo,2013|Abril,2013|Mayo,2013|Junio,2013|Julio,2013|Agosto,2013|Septiembre,2013|Octubre,2013|Noviembre,2013|Diciembre,2013|Anual,2014|Enero,2014|Febrero,2014|Marzo,2014|Abril,2014|Mayo,2014|Junio,2014|Julio,2014|Agosto,2014|Septiembre,2014|Octubre,2014|Noviembre,2014|Diciembre,2014|Anual,2015|Enero,2015|Febrero,2015|Marzo,2015|Abril,2015|Mayo,2015|Junio,2015|Julio,2015|Agosto,2015|Septiembre,2015|Octubre,2015|Noviembre,2015|Diciembre,2015|Anual,2016|Enero,2016|Febrero,2016|Marzo,2016|Abril,2016|Mayo,2016|Junio,2016|Julio,2016|Agosto,2016|Septiembre,2016|Octubre,2016|Noviembre,2016|Diciembre,2016|Anual,2017|Enero,2017|Febrero,2017|Marzo,2017|Abril,2017|Mayo,2017|Junio,2017|Julio,2017|Agosto,2017|Septiembre,2017|Octubre,2017|Noviembre,2017|Diciembre,2017|Anual,2018|Enero,2018|Febrero,2018|Marzo,2018|Abril,2018|Mayo,2018|Junio,2018|Julio,2018|Agosto,2018|Septiembre,2018|Octubre,2018|Noviembre,2018|Diciembre,2018|Anual,2019|Enero,2019|Febrero,2019|Marzo,2019|Abril,2019|Mayo,2019|Junio,2019|Julio,2019|Agosto,2019|Septiembre,2019|Octubre,2019|Noviembre,2019|Diciembre,2019|Anual,2020|Enero,2020|Febrero,2020|Marzo,2020|Abril,2020|Mayo,2020|Junio,2020|Julio,2020|Agosto,2020|Septiembre,2020|Octubre,2020|Noviembre,2020|Diciembre,2020|Anual,2021|Enero<P>,2021|Febrero<P>,2021|Marzo<P>,2021|Abril<P>,2021|Mayo<P>,2021|Junio<P>,2021|Julio<P>,2021|Agosto<P>,2021|Septiembre<P>,2021|Octubre<P>,2021|Noviembre<P>,2021|Diciembre<P>,2021|Anual<P>,2022|Enero<P>,2022|Febrero<P>,2022|Marzo<P>,2022|Abril<P>,2022|Mayo<P>,2022|Junio<P>,2022|Julio<P>,2022|Agosto<P>,2022|Septiembre<P>,2022|Octubre<P>,2022|Noviembre<P>,2022|Diciembre<P>,2022|Anual<P>,2023|Enero<P>,2023|Febrero<P>,2023|Marzo<P>,2023|Abril<P>,2023|Mayo<P>,2023|Junio<P>,2023|Julio<P>,2023|Agosto<P>,2023|Septiembre<P>,2023|Octubre<P>,2023|Noviembre<P>,2023|Diciembre<P>,2023|Anual<P>,2024|Enero<P>,2024|Febrero<P>,2024|Marzo<P>,2024|Abril<P>,2024|Mayo<P>,2024|Junio<R>,2024|Julio<P>,2024|Agosto,2024|Septiembre,2024|Octubre,2024|Noviembre,2024|Diciembre,2024|Anual
Índice de volumen físico base 2018=100|Total,55.43473620015226,56.45697075432214,58.900549489378086,57.13584376121338,57.89185268983218,57.47546589078089,57.90238033362134,57.123933542064755,58.48204878790785,57.57943439986795,57.75726797107888,60.3213903563458,57.70515618138047,57.732602892591444,57.41307448645977,59.741927541714105,60.61363131648558,60.68776255288445,60.469355416265934,58.964922582242885,60.071263186394255,61.56861844747476,60.756613039000015,61.713557924437254,62.33789624972147,60.172602136306004,60.281453398222396,55.69094806971714,57.81614622356754,53.94180243890572,55.497633383328285,55.57742072405934,54.65890124012414,55.827891643692084,56.93346925432352,55.489352875089345,57.58133769532979,60.10252591195311,56.61657357152603,59.12146138502206,58.00264547672458,59.423972541025925,58.28434181853039,60.553225898000804,59.594985544795364,60.1547196641451,59.574124669030326,60.48985201936763,61.876058038860194,62.31629930337146,63.345618815599494,60.228108764539435,61.98949573917739,60.6230702529136,61.06118636266008,64.52384589647937,64.66886424462781,64.25284731672281,64.76396455964515,63.9887881948822,66.17104748876527,67.09511721824849,66.53393537088698,68.13268637123724,64.48373741802052,66.70703358063791,66.23631883728814,69.44681152384723,67.71839504655662,68.82410190663676,68.48281521080283,69.00468798092673,67.75045169090176,69.80192620832011,68.82343787332258,68.30501308176639,70.04768323035594,68.4290563476136,68.30702207061788,67.57426735067105,71.23872955470303,69.06277975988986,70.3543742581758,70.28152117099779,70.4391288715731,69.79525023165897,72.35957087952912,70.44012198320205,71.26505218601858,72.41568740704392,70.2944588103401,71.98513742147351,72.253366967609,74.65102149735142,71.37476454922798,75.42077719803925,74.94975752896383,74.03275281377736,74.84265986782866,75.71659766525762,74.41418954109022,74.31652078589214,73.07912686553823,73.91972272517076,73.60377239653604,71.05125638221176,74.4038797890033,71.9229894213421,74.85535971728171,73.78797613757693,72.88880974254319,74.03872682380211,73.81657417042209,73.41285215040519,73.0480468951269,72.28831208895075,73.25987964293351,71.11273447709566,68.96655472815954,70.53594687997236,74.85803808677463,74.7127760962123,72.86337984381089,73.61961159615892,73.89172711401667,73.95659993156572,74.951192521606,73.35960085764837,73.87353680829123,73.05847491177602,72.57080021094666,70.9412460357381,73.5222964863109,73.55614242581852,74.75986643220651,74.30872444657336,74.20732771434172,72.61893973811132,74.30247757956833,74.77579978838695,72.96502331011885,76.15752336914787,73.7238472947724,73.61018130419512,72.55726962215209,77.76094208376527,76.01497934918959,76.9950964245172,77.96901851509355,75.76327220782214,75.8629697151416,76.74986543590727,76.54240012025741,77.59718249239941,78.61375243621002,76.33641080888756,74.59919926488224,73.87879839965363,76.06342161412088,79.21565828866407,79.08821496090962,78.08797463738236,76.10832618799935,78.49594186809612,79.09756053886223,78.96851470030568,80.25074988008747,81.09040915579111,77.91206412472957,79.26468264281627,76.80669143136937,82.03554786867507,79.6669034283702,84.41093154587638,83.27966445091768,80.64095929707183,82.41043782576665,82.16253964800492,83.52619850312585,82.72740465371103,82.5255664097946,81.62146064212499,80.89832198632627,78.3493417129587,83.83029441217342,81.96803712114978,85.63410848039325,84.98796702026095,83.28156946201449,84.27600767139079,83.26692578911667,86.59398003659864,84.78502556542436,83.55079897824335,83.45186485300422,82.47761780482764,81.21681935590941,80.73307084972984,86.80412359879497,85.47530485309942,85.47720960304417,85.63097121862327,83.08253353072291,84.12037872315526,86.63164882891755,82.90397470887176,83.15577288590285,83.97578549679992,76.01928132461373,73.65056340242836,78.41847986576596,76.25685012328233,76.8035821141365,79.08987870422159,80.18103826051556,78.07158812953642,80.06388937086611,82.3444947983283,82.19643320173982,83.29176236440247,78.8656534716531,77.81779154849866,77.04208358121375,83.84759078172841,82.2179039376548,82.73190481040363,84.09684354787453,83.7802377056745,82.85989730932648,83.53129226507554,84.51649831783313,86.26824349477386,86.36190865858198,82.92268299655328,81.05954033358505,80.11561490642804,87.17367394225293,82.95717032321592,86.03863175713343,86.87516294875076,86.13093963235512,87.2899655184514,86.72954498262506,87.54727122040771,90.78645987093597,89.20682239695843,85.99256648609163,85.35761316306053,85.29676478107692,90.12011095879076,86.67087127618657,90.12597809128512,89.78837419323808,89.9149640864868,89.44840885727493,87.31405691143448,91.36421666005575,93.41055452987533,90.41816014354463,89.10250613769249,87.66203649036883,85.13913397426803,87.34882606528102,90.45804409377402,91.66892183616234,89.26223882710728,91.10692377090778,90.19141372080858,88.21854639149636,92.82476125976785,93.04824286184471,92.09495063031503,89.91866999350849,88.05532443812048,86.92438967262119,91.51308490748485,90.60682231719389,93.77173155187253,92.2408379135176,94.15108640788485,91.26925029522329,91.30502213455152,95.61883181000141,94.90171768657757,95.4984262898447,92.15471045207448,90.61836832050305,89.26773540930351,94.33154187042066,92.92937944620517,94.01845062853158,95.59873018615077,96.24418670949323,93.90688486657076,95.48784955928019,97.2917968056399,96.71978021041625,97.50799924509036,94.49355860480046,91.73521281197604,92.72531528788483,94.12730389679339,95.74950621924893,96.00009521152603,97.38334435807465,95.39439779959366,96.88204200788333,95.73716736526677,97.66265816811497,100.84951243001117,99.78559128873839,96.16934557042602,95.14731388877794,93.32813735967045,99.88218087696768,94.25091842826309,99.16053245866321,99.89463159786816,96.51398379504799,99.22838416508074,95.75753718653756,99.456509210623,102.79903551804573,100.82449289261253,98.02030478151319,97.40600608358733,95.31907681999778,98.98406733013898,98.9151633841479,102.01300513439422,101.24582438690175,100.14597392419935,101.6059327562055,97.99756346333479,102.34202675160138,104.00535486154968,100.02000510393694,99.99999999999962,98.52325771173031,95.93446700550251,99.92810812254865,97.67383485859126,101.33425344825604,99.8647564964795,100.5083992187523,100.13507123274248,97.4934322426611,100.54338915205643,102.89806536303419,99.93652400949998,99.5644632384879,98.31222003633857,95.26591757158651,96.93029102520569,76.33528241323563,76.90535954972235,86.48486651930428,90.4581697195123,91.5316003984351,92.96407456356422,96.34888180403676,99.29231079777622,97.96994913848415,91.56657696143348,93.10421165151102,90.85214950521802,99.78203651342879,96.17016017568797,98.19363064535243,98.41538566091558,97.30022726975228,96.06322529247038,93.73433016252261,96.28978383441807,101.12693714788945,99.70350597484105,96.72796531950064,94.83383233538632,93.68874923398859,101.66212583510838,98.59094424798369,101.68171628160975,100.26132797215203,99.73608867658244,101.65688943813286,98.76533243036138,100.62790059353071,105.62896593180928,103.72796240074624,100.07181961478265,99.27365842990919,96.75914259147056,104.09256921174246,100.43889913379296,106.18634928807302,104.4424134957181,102.84110671657105,105.38761306281997,102.31952888928355,104.86606198434585,107.81850771828239,104.75121087108401,103.26475511609111,101.13349946858543,100.94522633812974,102.69601303330515,105.7612698667559,107.86808110183428,104.04934992713346,106.72719176105913,,,,,,
Índice de volumen físico base 2018=100|Actividades primarias,58.79619832774783,60.76381633807465,55.96495278547125,58.9891639211642,61.76207840972595,63.641132401839954,72.62865371710222,57.48822129621855,54.105257385853555,54.98477254737336,64.98116662717884,78.53210251228751,61.88645968916982,54.39971937294209,60.38688153890761,57.87610511966953,60.79225800084269,64.34882125342315,72.36857586860165,59.534143183205416,57.68555316858964,52.55466351597,58.84628603674598,66.41093860070045,74.92808259633811,61.67766902132802,62.082505504691355,52.07642063723381,55.809331132474306,63.22833223170831,54.52214767332645,67.39641771338107,63.79634301555499,66.74663287497111,56.512326888494066,53.29974039317994,68.66290658490092,85.59937261294137,62.47770643857148,63.661007279929535,62.23752366143375,61.05097958513272,57.9056032222064,64.36945004737092,71.1301305224697,71.30959048221452,57.43686622227629,55.282801177417696,55.10899092691622,82.05053161786287,76.15991640293922,64.80861592901415,64.96998068997851,60.87820176279648,61.898049442847245,59.5251555611879,69.75140291584884,69.45201035394211,62.83422897688518,58.162668192975474,55.16998427956573,62.17388462769602,76.55333337152764,74.08739071340283,64.62135757405449,59.94452671554065,67.21488943382107,70.27034208115604,61.10094571777842,65.89251516373376,73.69536187334124,73.16606643188457,62.343760641245396,58.50082262278349,56.93830423241369,74.45485815931849,77.8517956160599,66.7811823907564,79.59834028705566,67.35906864424626,69.80087322025982,57.988807780682215,73.24696558277067,65.82179344442505,71.76359909482387,57.661163553914896,57.29505985939275,56.805888230248804,73.97342554266552,79.3429198939787,67.55482542787202,81.2359063021045,61.31253961988132,64.48194874758238,58.73026959217914,74.96856338012505,76.50982091329325,64.19187833981293,57.7123319424078,55.27462326343492,62.0262463181902,75.00126516771019,85.93111750247436,68.114709257433,74.30097986842594,60.69388848518682,66.6053345918594,65.20696352244416,76.7242877779855,83.59137765212735,69.42255380307915,66.71418299430844,60.804484585307726,65.88801346010051,88.90909150951025,85.27809567214214,72.01160449353979,76.06081788078615,66.17985247933906,64.96123682053265,65.88714374419352,75.95027868781789,79.72172067852296,72.11269752937667,64.51303024281786,59.053447527995786,66.29206183608369,82.35895656064342,84.43223980118165,71.46029031577427,78.77272730388161,67.5871743790938,66.48465582946939,67.36546689852997,75.3553705368678,87.49910677774969,77.23982158321704,64.19618251374239,61.471991990292054,61.25299052686004,88.91328884972016,90.71336161279821,73.90434490018517,87.81544756173523,75.14978406169625,68.22050181400634,70.21675705277157,77.80265983089232,84.82782337974473,74.94576140424462,61.58841137712131,59.75281571714215,64.65780580105157,93.31160167727785,93.3494713086528,75.96990341552808,80.66853579441474,71.93669858610787,63.412448942612464,68.46273293333441,77.09449097278966,75.01052140052995,80.76116805098081,64.65598431234156,59.11864191679995,62.91658090763238,90.47619399046714,87.44682054204156,73.49673486250437,88.65139410268664,71.40738026942014,63.71268007512762,71.13220983715931,82.38542566711561,89.9224899069887,79.94765162895925,63.54855055669885,59.73874750341409,73.13136479082935,91.7705447420827,103.25042801000095,78.21657225754026,85.25202468431293,76.78552057898919,70.31084217460172,73.65686430288818,86.27215822830657,97.2990919006264,84.69170033588452,68.96855266089834,60.541983374135,76.7877954577834,106.57165683567007,89.80596452590892,81.41201292166711,87.99941591214242,75.89637424838857,66.3485168246801,77.37984345415275,91.37211772653806,95.05584181965835,90.39439922764439,61.85834729169481,57.8163467216086,78.22705129835768,101.09807624988822,103.04414053085583,82.20753927546748,86.90936798612651,69.85283848337525,69.07256185147436,79.09780836792132,85.14216179617058,93.81178945837748,83.66397634364134,62.64817281383591,58.97353033102145,71.75300891015573,98.64622952585181,98.58198734717651,79.84611943459403,78.35891213600223,74.84879745963833,67.69485927562886,84.17766568811216,93.92724543137412,95.32430631709828,88.86806623719654,65.73307808939026,65.6476870951905,73.61389338463017,101.65961890646,93.54783477685598,81.95016373313145,79.40823955384086,70.90718271356774,73.78863636467176,74.68835112388635,84.9991976865028,81.44965321038956,86.84602545253587,69.14185591638655,63.56433157452916,73.62162533463994,100.81728638486183,98.9303864165832,79.84689764436631,80.47726746748597,75.66266590909767,75.9915217307709,80.49730668387342,89.4333911396743,101.7567294966775,89.98173949180239,71.17894201079109,60.12736388328145,75.57390261569552,112.92783894715119,106.16989350081437,84.9815469064263,88.04057950217621,78.03128471712675,68.60907095574453,86.08337208469801,95.89881336727179,103.33493592901206,94.06523089694538,72.09157646412282,63.912108864801354,83.41976575185748,108.93508617337066,111.05423362310319,87.78967152751919,86.2718072463965,85.7410230243011,73.3735842639101,87.09081608874328,101.63810968503756,102.89803191048598,97.56737178321721,76.36708723405458,67.75293279637218,80.23572741516315,110.50617672646523,116.22127710133144,90.4719954396232,93.4378501353862,87.8364276647821,76.0926267422903,87.80122738953114,102.83620659876802,98.48076688667234,91.3366493055096,75.70635992836607,69.96893454406509,80.92727993364392,109.88128986511143,127.1283070669962,91.78616050509352,97.76729909612256,87.31086400427372,69.88328451218754,90.41827535514426,97.27074099347868,108.83149432912353,92.78609189334009,87.06122136178732,72.48331493974513,84.29804895681887,116.7756787381756,127.89540183367501,94.39847633448937,110.50326505917833,84.59240014240443,74.49004824234886,91.61679198430082,98.55419978290423,114.40412407163505,96.55385153617341,81.90271424190752,73.89548920412452,85.90292456840764,129.32101715020235,128.4649430420605,97.51681408547063,112.03419373166905,92.13125701367974,77.89836071154514,96.61939039438462,108.57859019766927,111.26239131655791,98.31628683839814,81.07340262695323,73.6634778633186,82.24105371971511,131.74842310561093,134.43317248044474,99.99999999999552,112.5275471486052,97.18484179697766,79.54213383553133,94.07242754535883,108.36684986437368,112.99362693834351,100.88147497859315,79.07185513586715,78.24798383566424,87.11329066854859,127.430429537373,129.1334623602091,100.54716030378711,112.58852415583884,86.71968598234429,85.08755652774445,93.76902670844017,109.19370927599961,109.65199422632965,109.4444746873823,81.33350061084816,82.23114797091428,91.92272992604492,129.9424053586946,126.30761588492464,101.51603094295882,113.77548817450986,89.95922046142425,83.26755249721529,94.84026307688565,117.30455909059825,119.13270671610509,108.13549130895068,82.73895867377131,78.4288705657023,87.94817551227817,136.8843188951318,135.90750412366774,104.02692575802003,111.55237040191734,88.1201409455956,88.02394563498372,97.16637706401492,121.3928753794812,111.11032805112993,102.44825646767354,85.26445359443625,84.03652141634004,91.08946636500744,144.49196388394284,142.6519118206705,105.61238425209945,107.48986389395287,94.23878055321995,85.69141638590197,97.72400314510033,117.83166281374253,113.290028971261,102.09666276151799,86.5559207675356,82.83814441188524,92.5986141423353,126.4557779953325,140.66685978418747,103.95647796883105,95.39217210151918,98.56158882559585,86.29399899043476,93.61645786583586,115.73739715082367,109.98083364703292,114.23883004655487,,,,,,
Índice de volumen físico base 2018=100|Actividades primarias|111---Agricultura,54.88880391420763,56.855370645836636,50.409266531360245,52.26100235730862,55.58221335192327,57.28287695734361,68.31993646383305,42.898070599146834,38.338437380049264,40.900999915031385,57.11234405330005,81.75059026873222,54.7166593698394,48.794760142261474,57.168860601669394,52.745292599483165,55.80464561350576,60.451646902561926,71.78754031262177,50.281651316735996,45.489588230312904,37.62599487223056,48.044728874777306,60.3677493613329,77.41343674681815,55.49799129785928,61.01356342649014,45.97491711465433,50.27829055735617,60.054191828027015,46.98540181044958,64.48937961902172,58.85050430673022,62.51997948658972,45.42554001757849,41.61812349527695,65.09463808952111,88.60495433332436,57.575790340418315,62.62915833237391,59.50692807802572,56.77726265553802,51.93816619044331,60.17815645708339,70.78274917619521,71.33503590978574,49.53547549233298,45.8745076521221,44.45417433820103,83.5850276121375,76.17327663586879,61.06415987750898,63.931465003073804,57.722100692865354,59.88316030321377,55.55715026840096,69.96341155203977,68.57087496615229,57.98851448677641,49.35038693650695,44.443243429236816,54.19977151305477,75.21537479974377,72.3476941390108,60.764429007506294,57.06465075641298,66.6788167108741,70.16037106647785,56.816898497929316,62.89325459302481,74.05312793360653,71.82024208480178,54.995896420352864,48.433154905898014,44.67527312970541,70.1448334575423,79.50645044099527,63.103580833135105,83.22770932146547,65.43720259687368,68.62376643627476,51.188127719857526,73.56250544741599,61.93731878719312,69.56302842173345,47.31849285825679,45.78542252814783,44.94537935698448,71.21425560877255,76.96761466815796,63.31423531259446,84.52840085478766,55.14772482955633,59.55309642885553,51.46784058553747,75.14065621213753,76.57898640861606,58.758630401681266,47.69720694700538,41.780119356292545,50.86550070646864,70.92566888015611,85.42694421657309,63.15589798563897,73.01227750417796,53.53292097863598,62.41605715007782,59.549572116338446,76.17213221362127,85.33119856972752,64.08264518897262,58.65484763654801,48.215680181500865,54.79884919166079,90.02312528152994,85.33834095838743,67.59397058093155,75.84327372329554,61.10006444670808,59.54447985554909,60.48543395581254,74.4691468432018,78.77262754661324,66.92180479442995,53.779401104770294,44.324992575166206,54.916686452184194,79.6601799660628,82.69839733385209,66.04304071647049,78.23477864673129,62.143252003217164,60.385405995961264,61.96351762320038,72.02240785033209,88.70457405122778,73.11740598328237,53.41652713500008,48.49879644056021,48.80993834017717,88.60361674787985,90.27705034061736,68.84810592984893,90.4935246863696,71.75492687291587,61.498751994924895,64.77323397685281,75.63304569468265,84.3977606091037,69.71058930295334,49.56885803031291,46.709463733701675,53.8308140757915,95.03128396826295,94.57404049459181,71.49802445337197,79.66587513038955,67.54515304177086,55.236868213137,62.29945044511719,73.94850263233563,69.74442076381179,78.10757930850225,54.51313903843372,46.23242162146869,51.22194239759546,90.16380816027949,84.68834948438305,67.78062585310205,90.15676101649572,65.56457398545884,54.079465454065016,65.26673590927827,80.48557188346075,90.81902060343994,74.93287618222608,51.87046444111372,46.38463507101665,64.74065907830158,90.81163728326183,105.24707301963676,73.36328949397961,84.49110327073842,73.22283774313992,62.11300956191863,67.37389161028221,84.79395307624262,101.16160249943708,81.191515616544,58.85774222028558,46.67706299444006,68.58041300209214,112.28872342702543,87.35520815656453,77.34225526489254,89.183082794089,71.44746777888909,56.90878285849453,73.13247749029205,91.71229022293834,96.74627571514331,88.94255070300854,47.95931519145049,41.48516579338369,70.61380704992891,103.89902843720387,106.72373829423891,78.22949852742174,86.1082233660067,61.45173525453146,59.86618259549934,74.44597071169802,81.9245874102195,94.39286647498086,78.61595958256159,47.793227346968095,42.70546226420365,60.75118125510672,99.82363359214867,99.14945234858061,73.91904018354211,72.92780046961353,68.18599163877536,57.04302319295086,81.51007026394247,94.36800307703788,95.20337680350615,85.5059886319008,51.22803172072646,51.433544493450434,62.811107725248206,103.3488706651384,90.61597402707265,76.18181522578027,74.48094634829124,62.37930035657742,65.48477928025883,67.4366806779976,81.4804182524455,75.24568957115531,81.99197132531324,55.51334685660267,47.508963553589915,61.972032761436736,100.70436694500992,97.03591547299891,72.60286761680644,75.34815050825546,67.98709232232336,67.46449095437018,74.62849046119699,85.38061117072976,103.74892410955496,85.93115277273309,58.932250822908706,42.681964389119834,64.79471050317578,117.85900450996598,107.80957920501439,79.38053514411237,85.86202910321911,72.55710886755423,58.404747099304835,83.63235920423755,96.91390924195247,107.13993645401038,92.98116173327962,60.692435677919654,48.93678383338854,77.20480274392538,113.62631335295457,115.20510615443213,84.42972445551486,83.81829426952487,83.68876769777222,64.44249312694132,83.93958970344477,104.75744439845163,105.54149319978616,97.34673122675403,66.82681320293926,54.39295725848204,72.42954897432656,115.33181844692955,122.30976141975194,87.9021427437587,93.47960611675897,85.82232322907598,68.0901322514632,84.2367113571795,105.81953559993143,98.83047661874961,87.31250064903121,65.03799729679042,56.69219925268973,72.92534450628135,115.09851487364328,138.60037043448256,89.32880934883978,100.3394597682364,85.66053403419332,59.889029536763786,88.82848845896225,98.28231701223426,114.74375278840358,90.08637108326751,82.31981976636581,61.077518565137176,77.96303408780399,125.49142557889836,139.46372180423603,93.67878937370854,119.00129366893566,81.24389001983656,66.15814969711849,90.41491291210389,99.65843934714769,122.03926256766584,94.53490651150524,73.45757336835878,61.56620262217112,79.17742214892,142.12261329228122,138.73103749171375,97.34214197064652,120.19329852157392,90.9550444339283,69.79609876478098,96.64439469401532,113.43103342799571,116.4623313092175,96.88063830062863,71.3539089279858,60.24749868911026,72.82973894268328,144.70712130037,146.49889268771034,100.00000000000001,120.33351608208504,97.52990658105203,71.20632109913714,91.92384573415899,112.0927522605011,118.1363781258524,99.3116161727625,67.61327330565308,66.15939706379291,78.37756161190914,136.77825985326052,137.49139748700853,99.74618544809778,119.0476701520794,80.70047088064217,77.62889353888626,90.22642490624825,111.88145772829965,112.17151209882678,110.3860842035246,69.09734165923133,70.17525389332211,84.16791654703476,138.8744885952797,132.04717946684946,99.70039113918538,119.69769953712736,84.62062100573368,74.11679944345791,90.42896605772864,122.62116703440051,124.24719630437889,107.42826668828545,70.1873393978771,64.02694532248515,77.38527169033279,147.88528518822585,144.88069819886306,102.29385465574137,115.48512512904252,81.0522235251418,80.17150836551633,92.97860903512121,127.8301235989709,111.91595029608727,98.60446130537811,73.40099466074639,71.61432051406922,81.15236499702841,158.32697469103246,154.32612757168883,103.90489864081862,108.97142927912734,89.33279355681411,76.04558433715276,93.10678192687378,121.73634115498531,113.83944142723543,96.67522249706427,73.87282091911156,68.52350902308896,82.36030045218499,131.1118174230923,150.9286945880159,100.54206138206223,90.35582067954171,94.79780969438288,75.78609018131614,85.96479518390419,117.45911280540025,108.21290502993848,112.8560034968642,,,,,,
